146461	-73
251293	-15
139258	-21
190316	-52
249522	-49
186256	11
283045	30
206521	-48
238665	-1
272209	-46
242130	38
57899	-102
153454	-29
62736	-85
209496	-30
288547	-80
219415	32
287252	61
97792	54
296492	30
3274	-55
149107	-19
211848	85
293545	69
254366	-61
95811	2
128849	-70
147035	70
10768	-42
24026	-95
168371	70
281498	-25
186830	-21
193872	54
291529	-20
56814	76
117397	21
238315	-55
281162	-30
44361	-87
45229	-18
265531	-8
134897	11
163730	23
132440	-68
280840	55
234115	30
173173	-38
260239	26
214410	2
158158	33
251741	23
291718	31
286727	42
106085	-20
89287	9
220185	12
278964	11
1825	-12
274568	63
64941	41
247142	-42
46279	-5
176190	-66
154679	17
116697	-6
295505	52
269591	14
278999	99
283122	-19
72319	41
147343	21
295589	-5
76036	16
99626	-61
37284	-31
138222	10
157962	-64
20673	127
71570	57
153559	1
190141	49
219709	-65
217994	-39
288736	80
158123	-21
298340	43
170093	-18
283647	-17
201551	31
201124	-70
195979	-24
240464	67
28310	28
82448	-3
253750	38
299929	-19
47973	21
233709	-76
136185	16
129822	37
105693	-96
21597	-31
30410	-60
144872	64
184128	102
54021	16
75882	29
100177	-4
298711	-10
100016	-36
120050	-50
195405	78
56940	3
147686	-15
272027	-7
5654	-67
173089	60
156282	57
254247	-9
131397	34
135702	-24
250663	-12
32090	92
1496	51
155463	-36
27645	-30
86130	4
270193	-11
296625	-52
149170	17
70261	-17
242718	-8
163310	40
97134	-43
203490	-29
64031	-27
176862	-15
198772	-49
164528	35
195580	19
275499	-16
299446	-47
154105	31
29528	-70
247324	11
59831	-6
66530	-45
84338	38
63058	34
175014	22
131670	10
207900	43
265867	19
78962	1
119476	-5
143213	-58
199948	136
136332	-47
150598	13
247870	-10
146342	-36
86578	71
165585	40
41386	41
12007	-50
11587	9
75091	34
190729	31
255556	-36
111153	-13
149695	73
246855	8
237783	-31
97967	-36
224392	-5
16942	38
65382	84
19798	4
49737	69
89735	81
107037	-32
225113	-35
137739	-19
272881	109
224910	-37
11167	-10
106890	20
171087	-45
33259	6
10180	-18
291417	38
165606	23
42884	-6
185745	-2
221221	-42
287595	-64
259224	-10
255598	46
285663	-73
22808	-40
204183	9
68154	-75
46286	-36
106841	6
248668	33
205933	58
69456	-25
172606	19
259721	0
180418	-47
268464	22
186438	-10
87096	-35
76029	-16
144788	-39
202965	34
107457	5
265573	21
230692	-11
44060	13
210546	-60
208075	-59
86907	-60
4352	-3
94229	49
31831	24
114114	-32
125181	-35
186627	-21
284116	-55
253365	72
103523	-14
232386	17
24138	29
88958	25
255899	-71
278320	-10
18328	-6
99976	74
20295	-11
58557	-6
235011	54
38887	58
37655	2
130613	6
293769	-19
468	-93
83687	-4
15136	-31
100562	-38
108388	6
8916	10
9931	-2
242725	18
91226	32
29472	25
242907	-68
212632	35
100870	-12
72704	-55
268639	41
148001	-111
171430	-29
44949	-28
181909	-26
94124	31
290227	-5
216517	42
216454	41
9252	16
72641	28
232946	-8
257509	83
192332	0
27799	8
32902	-14
41911	23
162771	37
36283	-26
130347	17
64024	-31
126308	-41
103383	-1
258272	76
99143	23
241423	-96
186270	-26
261940	13
192374	-20
15927	-47
64136	0
138033	87
151487	-4
217266	-32
162421	-81
181048	-38
188580	5
159285	2
155911	-20
127848	3
158732	-24
11783	13
19903	6
238364	-10
54133	-52
223076	-52
4219	14
29388	-32
239323	62
66635	22
246729	-36
16977	25
236348	-8
271831	66
218687	49
259987	-33
81272	30
201159	29
191814	-67
200606	66
24936	-16
36234	-1
180320	3
261324	23
56737	28
118916	-91
182805	33
48855	-37
58445	3
224455	7
111678	28
250894	-39
227241	-72
3078	69
290360	-15
241045	46
120225	49
66992	-37
31404	40
85535	-79
12126	-52
115199	-20
11853	47
267988	-25
142065	-3
110530	31
231637	58
179788	8
21562	8
52733	-52
120120	-9
68189	-31
248220	108
171605	1
16599	6
165053	-9
221025	-16
119539	-22
290731	-17
228781	-22
227234	65
2189	-50
279860	47
24880	-8
38670	-63
48666	7
64787	-43
220598	37
109123	10
48750	10
181020	-4
143444	-32
219877	12
295008	-9
213507	-25
207830	-36
218533	-20
24824	-45
166502	-39
271215	-55
181279	39
94201	-33
240583	43
269577	-20
119098	11
66404	-8
267092	-3
252735	0
83799	52
258391	6
260127	20
177128	3
197953	-28
255934	59
23872	-4
158837	1
265083	31
164850	-62
288806	-20
54917	-11
71983	-21
148841	2
97169	45
45621	-59
141260	-23
96175	-22
243726	-47
100737	-21
140210	42
95398	-10
275947	-13
282163	-18
231420	38
35002	22
162113	21
279048	51
86354	25
258748	44
226226	-14
116158	38
114891	-51
293020	-28
197085	-28
3393	-16
21184	-39
179984	16
76050	-86
239309	19
4282	27
141967	-16
121408	-11
94593	18
103446	5
185031	-69
15206	-76
256368	-36
197274	69
36661	-27
39587	80
187789	-69
144221	75
227920	-28
53503	11
85234	16
5528	25
2406	-36
33266	10
89700	20
132013	14
93039	49
121051	-85
14492	23
216580	49
115423	27
272104	-1
226107	-34
9021	86
21324	-30
41421	-26
151704	-16
168427	30
202440	67
163842	33
194145	11
270508	16
123053	-55
137151	7
273882	-10
54126	12
129325	-58
175595	-59
71857	-28
287504	42
295372	-29
196637	50
32720	-34
189826	9
211778	-3
295617	-54
98254	19
158354	78
87649	-16
128506	11
260064	29
248619	-55
105000	-34
223146	7
43045	-17
243740	-51
135520	-4
112154	56
52649	5
214935	-2
15318	7
297556	-15
281960	16
5241	15
181741	-92
229117	-48
154392	15
85528	71
233653	5
271600	6
277116	84
136871	-4
38047	15
127491	33
163611	-15
104573	-36
275590	-73
56212	-12
215110	21
124474	27
221151	42
141981	84
134505	69
268226	-21
221704	8
31019	-23
72081	36
215495	-84
289562	49
110523	73
2749	42
7362	-38
52621	-16
149534	-9
273406	-15
121590	37
68574	34
134673	-14
149688	-5
26833	-10
69281	-33
72942	-15
98898	-45
214865	-26
184919	-42
130543	-29
68763	22
228172	-16
94292	-37
82938	-31
67272	19
28646	-21
242473	-14
217497	5
250593	-37
276122	6
13561	35
23816	26
169491	68
91198	-15
28569	37
53475	60
21492	17
183778	-7
134015	-29
55785	-42
238539	-1
34687	-86
284158	43
81335	-2
251699	-4
146405	-16
30641	21
270830	-1
198709	-23
23788	57
259231	-64
99675	-30
83533	-14
90771	-46
220367	-40
102214	0
68798	46
271796	-1
168665	-22
218113	-43
5304	45
272937	-96
88314	20
12098	-5
231189	64
271341	-14
288666	-6
117663	49
174972	8
139881	7
95587	-60
278845	-41
69302	36
16256	29
26385	-5
1223	-11
64752	-6
64815	48
54966	-5
41715	-54
44165	11
70324	-38
85003	-36
176631	21
95622	-35
40756	-19
221935	33
175546	37
298795	2
34869	-9
78997	-78
95286	-2
159229	-32
103264	27
166544	14
289940	11
145019	61
250502	24
232995	42
95020	31
38551	64
69498	10
105868	-21
26987	-22
34771	-21
79291	-60
62484	-39
146559	25
143059	19
135324	15
188944	81
50948	-43
191058	-42
191744	-32
78836	5
114282	-100
220318	-93
240730	-30
289793	-4
254373	12
279916	85
245742	42
267106	37
121107	43
243285	-41
8363	-64
207298	8
38355	-28
82574	-1
40875	-33
83036	-56
111195	24
96959	-106
197827	15
29696	11
232043	38
38922	-40
68518	17
284732	-19
115346	89
234010	-34
289702	31
231259	29
41337	81
83715	-41
22990	76
64297	-26
37732	-3
290654	18
175203	58
268583	-8
32517	22
44011	-108
58977	37
299901	4
226527	-77
221564	-40
226499	-69
59327	-88
13750	8
40392	27
81069	17
269234	37
95062	-11
144025	-61
510	55
108458	-14
190659	4
226170	-12
273903	-11
260743	18
294357	2
143066	-55
3533	-32
211008	36
249144	-12
221858	37
33518	-9
75875	-8
295820	117
77240	-31
19154	-7
229887	-43
111993	75
26644	32
34652	-26
58333	36
128632	-4
77107	-6
173131	-91
72977	123
111342	12
137977	-84
149408	-44
192934	-30
226961	27
224343	13
182476	-9
82385	-32
259581	73
297192	126
46363	14
289555	29
62134	27
167426	-26
68679	7
136255	-21
31495	12
54588	60
206017	1
227416	-5
217945	25
66796	19
223384	-8
207025	33
11286	36
83344	37
166243	13
225344	2
234836	5
264880	48
41393	-46
242424	-52
187495	74
6970	46
22059	-47
195447	-72
267414	-3
95895	26
65816	48
172963	34
193676	-102
104818	-27
118965	16
167958	55
210889	-45
221375	-24
233884	-25
269661	-66
175896	48
39671	-35
80222	17
236131	68
57815	8
143136	-51
55897	56
60860	51
85360	-23
91646	31
164115	-2
107996	31
69708	-4
273301	12
275226	-61
293664	-7
266651	6
189637	15
283913	-61
187257	42
281225	-62
105196	-58
171269	90
24264	-34
86949	-1
231336	62
27946	56
60790	-36
264257	55
233905	-11
38768	52
221438	-28
277501	39
133812	-44
101549	-6
32573	-16
278922	40
94733	-59
222411	-1
135485	-20
284907	91
144032	-35
140511	48
179522	35
220325	52
299082	-34
115472	-8
184751	-42
280343	-31
223951	-134
132363	-3
211190	-14
299600	-62
290339	-34
17873	-33
171360	-76
16270	0
90939	14
179249	-27
203539	-7
187145	-58
213136	-59
126469	76
257985	-6
90036	-9
91688	-44
256298	28
248871	22
1573	-6
155582	29
205632	14
282653	-51
292999	29
139335	41
128205	33
235235	-8
65669	-11
131362	-60
203735	44
143941	19
55806	29
10124	-58
230188	-14
297255	67
211127	-7
11419	-18
232715	21
247009	-13
151326	27
15297	70
130312	96
46657	-56
61546	5
29535	61
3162	-50
172662	-12
116536	-7
30795	6
22682	84
76274	-36
103103	36
99815	0
111755	9
107499	13
21793	57
111629	6
56975	-20
113799	3
29339	52
278649	-26
12476	76
223524	-44
176428	26
135429	-69
108108	-7
183596	-13
45061	29
270571	-44
198660	-14
135555	-74
103558	-27
72900	12
67027	21
263179	9
132538	-85
133119	3
112945	9
238560	-26
49443	-12
24642	-1
8020	31
209762	10
29948	39
164584	44
292306	-71
296870	2
118804	16
46853	-51
208880	-2
51963	35
166593	-49
16207	-12
36171	26
264936	-13
136129	-69
152943	55
228417	0
250782	-23
124537	-28
81692	11
5038	-67
252210	54
213626	55
296436	10
254667	-1
140126	63
115388	41
211680	-37
172347	-35
221494	-42
67412	-6
133889	3
268282	-93
201663	34
272629	2
85885	22
215789	1
247779	-23
297451	24
71136	33
4163	86
86970	-80
193214	34
114226	-18
218526	-49
195573	43
9357	-16
68945	-15
87915	72
142135	-6
107471	-29
138369	44
150738	17
170310	14
4471	-5
285131	65
165235	-17
272489	-18
5115	119
125475	-24
165970	2
10726	15
52418	-24
269696	-22
218883	32
87117	49
145068	19
274155	5
170114	34
105994	11
51725	50
85542	-1
113001	0
119805	38
36045	41
37060	22
223083	48
127932	29
55813	-65
243320	39
240149	30
120407	26
226954	-41
224714	-34
11174	-41
247506	-72
192990	-23
284718	-9
59705	-41
109389	39
89252	49
16753	31
238210	-34
75903	-40
140672	8
178822	46
116956	-7
253134	23
2840	13
78045	-15
153258	1
66145	21
147273	-7
2266	62
74496	-54
61007	41
72270	39
125622	10
245553	18
89126	8
274386	10
227353	2
193816	45
119434	52
46006	54
95671	-6
168504	31
225106	-25
146818	-22
264068	-8
82378	7
107310	-19
245399	56
291165	-62
94740	-13
45432	-59
78346	-20
227962	-29
282471	-8
11349	31
77660	6
245441	-20
117166	27
82343	17
77891	29
265580	-63
15899	16
22213	-89
107534	-23
17187	-27
92766	29
156303	48
15031	-106
176981	-34
146104	35
223300	62
156226	-8
170800	-10
74713	39
251370	6
33833	-16
277613	44
286888	26
70702	73
121002	94
153034	-40
123277	-82
163961	-145
236593	-10
296520	1
116088	9
196686	9
146902	66
45894	51
63135	-12
240541	-40
285614	-63
199766	30
137452	7
20666	-13
215264	-6
241829	-81
290528	46
41988	45
106337	5
43472	27
89896	1
22556	13
156688	0
216832	-22
155470	9
72382	3
58991	-51
107121	-19
119546	-38
280035	-85
19392	20
4149	-29
81755	-81
64556	2
135492	62
151641	-62
208950	-52
271040	-51
148568	-72
288554	-42
181769	26
252322	-6
27687	23
63443	90
72438	42
23249	-14
280420	-94
237181	40
172116	-1
212254	35
291956	-55
106652	31
192927	40
44109	-8
67195	-93
272517	64
242053	-44
226233	106
197344	4
111944	-44
299985	10
220969	-8
5836	58
144858	35
147105	-40
12595	-7
217686	14
228914	-27
165130	-19
140812	92
174853	13
264404	-54
275219	-21
147875	-31
139496	60
280217	-53
297675	-2
3757	30
284585	-21
154462	-14
255143	57
268947	8
79235	11
17642	1
16508	-42
78122	15
16991	90
119364	32
171829	61
56436	-1
72690	-81
107394	-52
38131	-51
230755	6
144298	-37
7810	56
136381	8
45306	-10
130914	1
143549	30
16928	-18
17033	30
44837	-36
34911	-70
95097	30
125097	21
216489	-107
120337	-13
49023	-21
130242	76
74524	-13
39433	94
70821	-49
23403	-8
76498	-51
134323	-38
47126	46
52201	-35
100751	-62
121996	-45
7474	64
149891	-24
166621	-33
154385	79
220927	50
148960	-38
143857	14
77275	22
60279	-23
148449	-45
24509	-5
100443	-46
231518	-36
14779	-31
52117	-33
80530	-36
35954	-46
272342	15
187691	-29
201096	29
64682	-74
45173	70
8888	-59
117131	11
129682	23
114415	41
157472	33
38124	19
107352	-29
163653	32
22598	6
179326	-23
175728	-80
190925	-5
170583	-84
165613	-15
203098	-14
296926	-64
186508	21
254849	-29
106946	-69
191429	33
146825	57
11839	5
59383	-16
190561	-58
75273	-81
192185	-27
184863	21
263382	-49
199409	-9
249340	17
118279	-9
74209	50
108199	-39
102942	20
110950	-26
179137	10
60538	25
81832	47
81209	-20
220066	-16
187453	73
180782	23
134778	55
76092	-84
248598	-50
220255	-18
265230	-68
97190	-9
201502	15
87418	-14
87621	-71
63548	34
182364	34
92115	52
211750	-69
271684	15
15521	0
226828	44
141743	-32
150990	-29
137669	16
70863	-37
190127	45
191793	-2
200767	-87
200662	-28
225463	6
203973	6
137333	-6
189336	50
202363	54
272720	-62
19721	-23
119357	-11
291774	68
138642	24
209069	-16
218421	-67
215754	-6
124957	31
239022	9
289065	96
244972	-30
158893	-31
74265	-28
158361	40
153265	17
7418	-22
294441	25
370	65
98982	20
221452	48
281092	-83
297206	-22
258139	41
282044	75
236236	-15
285894	13
295680	10
146384	-4
188524	-62
217329	-18
131089	-14
139195	28
184016	-21
271985	-2
191681	-36
280637	-23
34386	-14
138299	55
178297	10
86116	8
190897	16
78241	3
193564	47
229481	21
296702	26
108164	61
6844	-15
79606	106
67160	7
41344	-21
44123	3
188951	1
255745	2
240387	-13
41757	-44
45250	-30
30179	7
48554	-72
17138	-24
46510	-38
118125	-45
57374	25
184023	115
61588	59
267526	-77
126049	49
120841	15
295330	-24
56205	18
189756	-35
56261	8
279482	-17
189084	12
239967	-23
60594	-88
60804	8
117362	31
287357	43
136451	-22
197106	-8
38586	81
100632	-22
123060	-56
298375	170
240240	55
171647	23
284347	-57
60125	-52
262248	9
24950	-29
25104	3
194488	5
97316	-9
137179	-85
143871	13
3197	11
190183	29
47609	2
19714	22
137557	-35
85997	-88
287245	47
173775	-33
146951	-77
173537	-58
153377	50
83351	-26
205597	44
57150	33
183925	1
29731	-9
145411	0
211435	35
190477	-36
33301	59
21506	-28
121457	-28
254786	5
70289	-21
31446	-78
89056	-12
108948	38
123011	3
125426	-31
256249	79
171612	-30
244594	-60
110747	17
123389	3
278768	-2
296009	-6
198954	-50
197946	-8
27078	-7
10544	47
87838	42
251468	12
236726	-47
5276	9
262220	-37
657	1
105833	-12
245434	30
153216	52
246295	19
147350	-20
39167	-13
263193	44
17677	8
270599	31
120162	-80
85731	-40
256207	68
294210	-25
280679	-17
27148	-11
255514	6
59901	48
25090	65
248255	-49
294966	-47
297969	-66
293482	-17
93655	46
295127	59
112378	31
201229	38
286538	89
172361	37
32447	-34
50962	129
276346	2
102151	73
255808	89
104328	-26
63247	-18
205793	-24
207340	13
45089	50
235088	7
293741	-51
38537	1
168784	37
91912	61
187642	-18
102368	28
296296	38
269423	3
298634	-12
134365	-23
262640	-17
64150	-3
100779	-17
100030	5
250908	8
113519	-38
176141	-26
3575	-24
307	-70
285117	-5
212359	13
32629	-51
156415	-17
179221	66
141176	-13
83470	-119
10061	-6
75217	69
118769	2
202013	69
137690	-68
20855	-16
35394	-42
56870	-12
231826	30
87719	-97
223489	33
84156	18
105903	20
61021	108
95853	16
246505	-34
15150	-15
257145	-15
76456	49
231196	17
3708	82
29920	22
273602	-29
143822	-15
14317	-50
229467	-38
175434	-120
65900	-2
37767	27
64437	37
162085	-34
59600	-44
82028	79
208817	6
164962	41
299390	36
157227	-67
245560	-45
82840	8
237664	-30
120939	30
113498	-45
124432	-3
140784	93
250971	-104
271691	-49
142625	-29
151753	-35
119658	57
222523	74
115647	-22
221676	-35
8503	-30
5577	0
256221	12
23991	-91
1489	59
214025	35
190855	4
159803	-12
138215	-36
66950	-34
132958	-80
164955	46
101101	87
237363	52
252959	-7
260981	41
267197	-24
219828	60
97477	-25
153027	-13
127680	43
252070	80
253918	-75
30683	-75
101633	107
35842	-78
83652	23
179690	-19
294098	28
91961	-13
157535	24
49100	48
77198	11
110376	-89
49478	-50
12203	9
282303	38
1748	-62
118783	-5
233226	54
255444	9
286482	-18
292579	76
23795	39
101990	1
184317	-38
223944	34
276759	64
19994	18
40217	24
124159	34
64073	30
153881	-33
115458	-37
115234	-127
138754	33
133728	94
211554	-16
161350	33
231224	-40
108227	63
121527	22
284879	18
150563	6
170646	-70
134246	34
202251	17
2259	-39
51165	-24
260400	77
286125	27
68455	16
198653	-38
78885	89
254191	-9
275569	-35
268709	0
27638	56
290311	89
109767	30
67748	-26
236005	61
28639	-4
68952	27
32258	-22
211932	-44
113407	34
36528	11
77534	44
251888	-12
98205	-7
34456	-36
94768	-116
23137	27
28079	17
160230	-6
44424	56
66152	-15
177982	-29
184030	-38
227528	54
258076	-1
64633	-2
255703	10
220668	18
50290	-66
60055	-58
137823	18
133014	-6
8440	77
228053	-58
24831	107
213143	23
75714	18
253057	-8
31565	-1
264866	103
277347	41
137704	-74
67139	56
128359	22
110859	-15
62589	-9
130697	20
142520	28
83834	-81
15682	-5
67384	-68
170541	40
278061	60
37774	-13
226569	81
242228	-17
293440	37
252742	69
157052	-13
235480	-14
170912	3
268170	89
104825	59
284060	47
169547	40
298382	80
202475	17
102522	-22
10663	-14
16683	9
35352	51
116774	-44
88594	43
229432	64
42835	-41
265377	39
128681	41
145523	0
10229	69
165242	30
98667	-64
253743	86
261863	26
79424	-60
174587	-41
153496	2
84527	7
261142	-24
108465	-31
112749	-21
65494	-25
288204	-48
295862	20
105266	-2
40448	-35
49359	61
132965	41
89742	-13
24033	-71
204932	3
238700	-42
30928	78
20918	7
269528	56
48239	-28
40301	-29
293510	34
61560	-30
94915	-82
51732	-32
68749	41
188489	61
19462	34
210364	20
74692	65
75154	24
137382	-4
206248	1
224385	-23
264103	47
238175	21
287560	5
152138	-17
285957	-51
148827	-10
263067	-16
270809	-73
202860	-53
198891	6
207865	20
286790	-12
201166	64
92836	6
42121	-5
8923	-26
262871	33
264145	30
150668	-6
248822	10
131096	46
39118	23
139566	53
239554	-55
545	13
45467	61
227577	-43
226716	7
107149	57
152558	18
229740	-74
150549	38
284361	-19
134071	-50
66257	21
94180	-6
139979	-21
173971	-80
87124	29
152068	50
181853	-58
152873	1
2385	81
248682	-17
84044	61
106302	4
230678	-53
167839	46
270018	-20
189196	43
130165	14
295967	-34
50577	-96
213941	19
100933	-17
206332	-11
292243	-5
87971	-45
276500	37
23683	57
174370	6
109501	-10
84198	-6
109578	-79
128548	3
278229	-31
88769	38
106449	43
242235	-47
144627	-14
204099	1
185514	-33
164416	24
276843	23
94649	-14
237769	48
33567	31
25377	3
164458	33
45180	50
250579	-43
287973	-37
3351	-48
69890	39
253617	-30
75462	-109
285845	3
42037	38
173180	10
183099	-78
164311	-38
171780	-58
172053	-39
181475	-35
178808	54
15633	-46
153517	-5
110453	55
200585	23
288925	13
3603	-36
80859	116
237	-12
86718	-49
127659	-79
165949	-20
281722	19
62596	24
248206	-3
50164	24
127547	-39
211316	9
284543	17
150570	15
277956	-29
247807	59
8804	10
25566	-43
24110	32
109697	-18
119133	-44
50717	55
219534	-58
255822	-9
106197	-5
122199	6
72683	-2
154112	25
264873	51
173957	40
158277	37
284305	-44
52348	15
73495	-41
294504	-12
287805	-21
225519	-45
151137	46
157717	-40
88244	-11
277039	-16
52278	8
208523	-35
273945	-53
68462	-7
278656	-9
15619	57
14009	-16
23067	-16
72872	-48
238245	-5
262206	50
85850	-34
159607	10
64255	-32
206213	19
74825	-60
206640	-19
114163	-65
2903	13
249872	28
98450	-39
268051	18
299103	39
216230	-100
11181	-71
61168	20
203791	1
173418	-30
31075	-49
212030	-55
52852	14
80789	37
127701	49
220563	-12
295743	-31
247128	-46
23298	55
84345	23
154693	22
8958	-6
100261	34
20778	-2
164353	-36
104559	-40
28961	-16
61287	-25
243663	0
53097	-16
176400	87
118790	-63
106519	27
61896	25
131915	-44
160902	-30
183862	47
204547	51
209755	4
197470	39
242396	-24
258636	-52
98919	-8
66334	-2
119287	4
180306	48
177212	82
152411	-65
6123	-35
213745	16
62099	-73
214375	49
241850	10
138145	-48
116305	53
268604	-66
88923	-30
146041	-2
40259	-6
45159	24
132741	23
52096	-45
261982	5
118020	-7
295554	89
101017	-15
93004	85
237202	-14
262815	39
218694	17
50199	-34
191513	66
248437	34
66271	55
249074	44
135016	-2
23319	63
53804	47
130158	-33
108094	26
138439	-59
241010	-13
201047	-33
289625	-33
147154	-61
202804	-30
47812	-12
83771	100
285621	-53
88545	84
269612	57
182623	-52
273875	-16
252553	-15
177478	23
71640	24
55484	43
218757	-15
33637	-15
123046	-27
55981	13
12063	83
204974	11
200172	26
163275	-25
245070	31
42149	40
235613	-12
53622	-26
144711	18
54742	13
291585	-71
283276	-19
81531	-32
181552	-67
19385	-39
12854	30
26952	-17
127778	-41
22031	30
73138	49
82714	18
11923	56
79011	-11
92850	-48
1230	44
69869	-38
157724	-69
142100	39
71444	3
111650	18
224679	-8
201733	-34
137214	9
57129	70
235473	56
63373	-25
152866	-66
74650	-58
131502	0
144942	39
3421	113
66929	36
235970	-16
35611	23
54182	44
279783	-4
249445	-65
218638	9
83463	-4
265566	-96
268471	16
240114	-55
248864	18
105945	106
290612	69
124845	-8
247737	-17
42891	-32
36010	-49
172228	31
229005	2
245854	11
287182	-7
296478	15
100373	-46
295596	-37
4842	-39
155883	12
290465	-4
82707	-47
103327	-16
223412	112
229313	-33
101248	45
74573	13
39972	-49
207704	8
191023	-60
39055	15
145033	-5
200732	-36
149996	21
70429	-42
164108	-25
220633	27
90568	10
211897	31
185864	21
125132	56
203441	-56
75756	100
62750	22
108878	-28
61595	1
65809	-10
145691	-10
215600	22
190323	-13
205870	74
263627	-29
197687	32
59817	-12
137830	-8
211617	-5
298144	7
270760	-26
175742	26
219226	43
178640	-10
296506	-33
150332	-40
190372	25
103376	18
30900	-77
62554	-19
27757	13
79893	-23
6228	93
126546	-38
117467	1
180838	-34
69638	29
112189	-4
265678	-11
23760	2
115780	-4
66341	17
147378	-9
71675	64
55358	1
122241	41
180544	-67
77352	-82
120610	4
278362	-8
48288	108
154945	7
12357	-22
228459	4
229649	-55
166908	-45
176596	-1
138684	-38
189420	-28
245175	-36
236887	-25
101675	60
101066	54
75721	-14
143815	-40
207186	39
13967	22
130235	-25
293671	48
42275	-86
25517	79
285418	9
86914	-29
147567	-24
50878	123
178703	33
128296	6
42002	-66
223881	52
81748	21
103747	71
69421	9
100940	-22
19280	62
182049	4
229173	-37
60426	1
92591	26
257264	43
288183	-40
28387	77
280770	10
217798	26
98520	-1
129486	-51
130921	14
59460	-15
79851	30
299026	3
299509	0
146188	14
2819	-53
259686	-52
285467	20
275709	-65
162267	6
109879	-12
16984	-52
15381	-46
94607	-75
175931	-19
122395	-6
149352	7
191436	56
36458	43
34946	-20
199087	-82
199962	-62
238980	-63
123613	24
186375	-5
158235	55
188447	4
80712	13
85612	42
242662	-47
52698	4
12441	-40
37718	-9
269045	-43
88839	9
75385	-37
7537	-120
185101	58
214641	6
31824	1
166775	-22
294658	-60
138446	16
178367	26
54070	13
132132	-8
212744	-31
41540	-1
51844	-54
152369	6
48806	-49
81041	-71
5171	-20
46440	-120
78878	-30
127743	11
180131	44
299271	19
234388	-83
293657	66
84464	-2
32272	46
66712	-28
139629	87
7397	-31
50612	70
184331	-51
2217	1
251671	-38
6921	4
140441	-82
71563	-14
141365	14
158851	-20
213808	-62
27939	14
256515	22
169855	62
8930	39
56359	4
132468	-22
137865	-11
166586	20
103026	36
113995	-75
62127	30
76120	-52
83043	8
7285	2
142982	-71
210665	9
128667	18
207081	15
241052	-16
909	30
225876	40
164913	55
228662	-14
283409	-62
41351	46
120890	12
116361	-33
278810	86
204785	30
1090	-32
120827	-33
13435	102
162386	39
225386	-29
193074	14
193669	12
22332	34
82637	104
212898	41
9630	7
39734	-61
208110	-10
209986	-37
142737	-20
223713	-85
58788	64
237174	-11
40833	29
27085	34
254898	11
38544	-50
87579	1
109851	8
112329	0
173607	-30
262262	-101
1559	-7
4730	-42
259763	-29
90092	-47
132237	-42
22143	4
39895	-58
32300	51
102256	21
16326	28
33196	65
219569	-13
54238	-31
160881	-19
105882	14
239897	43
24446	-72
143969	-10
113869	-21
28303	32
191191	9
776	33
174237	-1
286048	-33
121877	53
82987	23
11	15
66068	30
274470	-13
189350	-23
105378	52
241360	43
179991	-17
80558	34
253183	-99
148687	-7
200921	18
62442	-30
174398	-14
276829	45
259707	-25
83029	-43
169190	40
200655	27
202622	35
254184	-16
129703	2
42772	-104
13204	42
265104	-45
151816	47
122164	71
170156	47
230573	-52
20169	28
230762	-70
290038	84
73936	22
